DIFF_X	DIFF_Y	ANGLE	CAM_ID	MARKER_VALUE	X	Y	Z	LASTSEEN	CUR_POS	CUR_SPD	DISTANCE_FROM_HOME	DISTANCE_ARMEXTENDED	ANGLE_540	ANGLE_360
-3.61	20.67	-1	0	98	42	449	5103	1730115200.269877	2257926	487	5306	0	0	178
30.0	21.9	174	0	99	997	428	4608	1730115200.360349	2264990	515	5323	0	0	178
-2.92	20.83	0	0	98	64	446	5035	1730115200.361054	2266001	501	5325	0	0	178
-33.41	21.64	1	0	97	-815	424	4689	1730115200.457042	2273053	506	5342	0	0	178
-2.19	20.93	-1	0	98	87	448	5042	1730115200.457538	2274052	497	5344	0	0	178
-32.79	21.37	-5	0	97	-793	417	4658	1730115200.576439	2283162	504	5365	0	0	178
-1.5	20.74	-1	0	98	108	439	4976	1730115200.578383	2284157	494	5368	0	0	178
-32.12	21.32	1	0	97	-788	423	4735	1730115200.669349	2291096	501	5384	0	0	178
-31.55	21.55	1	0	97	-766	424	4701	1730115200.777752	2300116	495	5405	0	0	178
0.48	20.79	-2	0	98	174	452	5110	1730115200.869413	2307612	500	5423	0	0	178
-30.0	21.18	1	0	97	-714	413	4640	1730115200.969416	2315723	496	5442	0	0	178
-29.27	20.95	1	0	97	-692	408	4627	1730115201.070118	2324235	496	5462	0	0	178
2.55	20.49	-1	0	98	244	453	5182	1730115201.165537	2330252	492	5476	0	0	178
3.2	20.56	-2	0	98	265	454	5176	1730115201.27131	2341270	501	5502	0	0	178
-27.33	21.02	2	0	97	-637	408	4614	1730115201.367686	2349334	506	5521	0	0	178
-26.69	20.88	0	0	97	-625	410	4656	1730115201.466086	2357415	501	5540	0	0	178
-26.07	20.97	0	0	97	-606	410	4644	1730115201.559064	2365416	496	5559	0	0	178
-25.49	21.06	0	0	97	-594	415	4678	1730115201.657924	2373464	495	5578	0	0	178
5.96	20.37	0	0	98	346	439	5038	1730115201.663816	2374459	495	5580	0	0	178
6.64	20.3	-1	0	98	367	437	5031	1730115201.766307	2381429	504	5596	0	0	178
7.3	20.19	-1	0	98	392	439	5082	1730115201.868069	2391039	506	5619	0	0	178
41.28	21.34	174	0	99	1182	383	4168	1730115201.962398	2399067	504	5638	0	0	178
8.01	20.19	-1	0	98	404	429	4962	1730115201.968001	2400068	497	5640	0	0	178
-22.84	20.76	-4	0	97	-510	403	4594	1730115202.067843	2407439	488	5657	0	0	178
42.41	21.06	174	0	99	1181	370	4068	1730115202.173151	2414473	502	5674	0	0	178
9.24	19.93	1	0	98	446	428	5001	1730115202.178692	2417447	501	5681	0	0	178
9.92	19.95	-2	0	98	469	430	5017	1730115202.270812	2424478	501	5698	0	0	178
10.6	20.02	-2	0	98	487	428	4983	1730115202.375139	2433602	496	5719	0	0	178
11.28	19.81	-2	0	98	518	433	5082	1730115202.469878	2440599	499	5735	0	0	178
11.88	19.75	1	0	98	537	432	5085	1730115202.57209	2449535	495	5756	0	0	178
45.73	21.06	174	0	99	1267	374	4086	1730115202.672411	2457475	499	5775	0	0	178
12.54	19.88	-1	0	98	566	440	5155	1730115202.67324	2458492	506	5777	0	0	178
-18.41	20.67	0	0	97	-398	414	4734	1730115202.771198	2465598	497	5794	0	0	178
13.92	19.84	1	0	98	595	429	5031	1730115202.873624	2475195	506	5817	0	0	178
14.58	19.75	1	0	98	607	421	4960	1730115202.973963	2483191	493	5835	0	0	178
15.18	19.84	-2	0	98	626	424	4967	1730115203.074567	2491542	494	5855	0	0	178
15.78	19.81	-3	0	98	650	427	5005	1730115203.170573	2498538	498	5872	0	0	178
16.46	19.79	-3	0	98	674	428	5031	1730115203.280233	2508702	510	5895	0	0	178
-14.61	20.6	-1	0	97	-294	424	4847	1730115203.37599	2516775	507	5914	0	0	178
17.84	19.77	-3	0	98	719	429	5047	1730115203.474637	2524744	498	5933	0	0	178
18.44	19.68	-3	0	98	700	406	4790	1730115203.568394	2532662	496	5952	0	0	178
-13.42	20.44	0	0	97	-262	427	4913	1730115203.572501	2533653	495	5954	0	0	178
-12.83	20.51	-1	0	97	-233	410	4701	1730115203.677364	2541681	501	5973	0	0	178
-12.12	20.53	0	0	97	-221	427	4898	1730115203.767083	2548760	514	5990	0	0	178
20.47	19.61	-4	0	98	766	409	4831	1730115203.880941	2558322	498	6012	0	0	178
-11.52	20.46	-3	0	97	-195	410	4711	1730115203.886499	2559358	498	6014	0	0	178
-10.91	20.44	0	0	97	-188	434	4992	1730115203.986926	2567387	492	6033	0	0	178
-10.29	20.51	-1	0	97	-161	416	4768	1730115204.082958	2575707	488	6053	0	0	178
-9.67	20.42	-1	0	97	-144	420	4830	1730115204.191972	2582686	503	6069	0	0	178
-9.01	20.32	-1	0	97	-120	404	4662	1730115204.301047	2593806	507	6095	0	0	178
-8.36	20.25	-2	0	97	-103	411	4758	1730115204.385673	2600896	504	6112	0	0	178
24.48	19.44	2	0	98	872	401	4768	1730115204.48511	2608810	503	6131	0	0	178
-7.68	20.32	-1	0	97	-83	414	4784	1730115204.490281	2609797	492	6133	0	0	178
25.1	19.38	2	0	98	874	393	4680	1730115204.58024	2616715	496	6149	0	0	178
-7.04	20.32	-1	0	97	-63	410	4727	1730115204.584317	2617696	488	6152	0	0	178
25.76	19.26	-3	0	98	891	391	4675	1730115204.675306	2624703	506	6168	0	0	178
-6.45	20.16	0	0	97	-45	406	4715	1730115204.680621	2625716	502	6170	0	0	178
26.28	19.17	-3	0	98	908	390	4683	1730115204.772007	2632802	508	6187	0	0	178
-5.96	20.14	-1	0	97	-31	412	4785	1730115204.777118	2633808	501	6189	0	0	178
-5.26	20.05	-1	0	97	-10	400	4666	1730115204.870682	2641371	502	6207	0	0	178
-4.4	20.0	-1	0	97	16	410	4792	1730115204.970619	2649315	490	6226	0	0	178
-3.82	20.14	-2	0	97	34	418	4852	1730115205.071338	2657764	496	6246	0	0	178
-3.11	20.14	-1	0	97	54	407	4731	1730115205.17235	2666849	512	6267	0	0	178
30.03	18.98	-3	0	98	982	376	4540	1730115205.267758	2673903	502	6284	0	0	178
-2.38	19.95	-1	0	97	76	404	4731	1730115205.272985	2674913	513	6286	0	0	178
30.74	19.0	3	0	98	988	371	4480	1730115205.373008	2682913	506	6305	0	0	178
-1.72	19.95	-2	0	97	97	409	4788	1730115205.374652	2683915	499	6307	0	0	178
31.42	19.12	-2	0	98	1004	373	4470	1730115205.468206	2690863	499	6324	0	0	178
-1.07	20.05	-1	0	97	117	411	4790	1730115205.473773	2691846	489	6326	0	0	178
32.1	19.19	3	0	98	1028	376	4496	1730115205.569004	2698800	504	6342	0	0	178
-0.43	20.14	-2	0	97	134	408	4730	1730115205.574107	2699803	498	6345	0	0	178
0.25	20.07	0	0	97	162	427	4969	1730115205.672884	2707834	496	6363	0	0	178
33.57	19.07	2	0	98	1033	362	4347	1730115205.768318	2714913	511	6380	0	0	178
0.99	20.0	-1	0	97	182	419	4890	1730115205.773412	2716930	512	6385	0	0	178
1.68	20.05	-2	0	97	207	427	4974	1730115205.87315	2725367	491	6405	0	0	178
2.33	20.14	-2	0	97	222	418	4852	1730115205.974045	2733363	495	6423	0	0	178
3.02	20.16	0	0	97	245	422	4896	1730115206.073251	2740767	509	6441	0	0	178
3.7	20.25	-1	0	97	260	414	4780	1730115206.173906	2749954	507	6462	0	0	178
4.21	20.23	-2	0	97	279	419	4837	1730115206.273681	2757972	497	6481	0	0	178
37.72	19.26	-4	0	98	1139	366	4343	1730115206.372636	2765968	489	6500	0	0	178
4.87	20.16	-1	0	97	301	420	4868	1730115206.374184	2766956	500	6502	0	0	178
5.48	20.16	-1	0	97	316	416	4823	1730115206.473657	2774873	504	6521	0	0	178
6.17	20.28	-2	0	97	342	424	4883	1730115206.569937	2782871	505	6540	0	0	178
39.84	19.47	4	0	98	1167	362	4246	1730115206.669248	2791069	516	6559	0	0	178
6.89	20.32	-2	0	97	368	429	4937	1730115206.673261	2792087	505	6561	0	0	178
7.59	20.32	-2	0	97	380	419	4824	1730115206.772787	2799102	504	6578	0	0	178
8.27	20.25	1	0	97	406	423	4882	1730115206.874188	2808567	495	6600	0	0	178
8.89	20.25	-1	0	97	428	426	4921	1730115206.975825	2816511	502	6619	0	0	178
9.57	20.32	-2	0	97	450	429	4936	1730115207.071371	2824010	500	6636	0	0	178
10.26	20.39	-2	0	97	462	421	4833	1730115207.175055	2833187	515	6658	0	0	178
44.11	19.61	5	0	98	1217	349	4052	1730115207.2744	2841174	498	6677	0	0	178
10.98	20.35	-2	0	97	491	427	4909	1730115207.274796	2842162	490	6679	0	0	178
44.84	19.61	-4	0	98	1220	346	4005	1730115207.377378	2849997	492	6697	0	0	178
11.63	20.32	-2	0	97	513	428	4928	1730115207.382815	2851029	500	6700	0	0	178
45.53	19.54	3	0	98	1242	347	4022	1730115207.472042	2857941	491	6716	0	0	178
12.25	20.35	-2	0	97	516	416	4777	1730115207.477165	2858940	503	6719	0	0	178
12.99	20.39	-3	0	97	571	443	5076	1730115207.580595	2867062	515	6738	0	0	178
47.1	19.61	5	0	98	1278	348	4016	1730115207.675842	2875169	504	6757	0	0	178
13.71	20.39	-3	0	97	594	442	5074	1730115207.681354	2876178	499	6759	0	0	178
14.39	20.32	-2	0	97	593	425	4891	1730115207.776028	2883186	505	6775	0	0	178
15.04	20.42	-3	0	97	608	424	4858	1730115207.888729	2892564	492	6798	0	0	178
15.68	20.44	-2	0	97	637	431	4930	1730115207.979949	2900557	500	6816	0	0	178
16.39	20.39	-3	0	97	661	432	4949	1730115208.083999	2909092	518	6836	0	0	178
17.1	20.32	-3	0	97	668	421	4844	1730115208.173641	2917173	504	6855	0	0	178
17.77	20.32	-3	0	97	690	422	4854	1730115208.288684	2926122	496	6876	0	0	178
18.48	20.49	-3	0	97	706	422	4823	1730115208.383464	2934057	488	6895	0	0	178
19.13	20.56	-3	0	97	711	415	4724	1730115208.493925	2943042	510	6916	0	0	178
19.82	20.44	-2	0	97	734	415	4748	1730115208.580026	2950091	504	6933	0	0	178
20.51	20.32	-3	0	97	747	409	4700	1730115208.697869	2960171	491	6956	0	0	178
21.21	20.32	-3	0	97	761	406	4664	1730115208.797345	2966738	459	6972	0	0	178
21.89	20.49	-4	0	97	798	418	4774	1730115208.874703	2973823	394	6988	0	0	178
22.58	20.58	-4	0	97	807	414	4709	1730115208.975312	2979766	350	7002	0	0	178
23.29	20.49	-4	0	97	809	403	4601	1730115209.06605	2984650	312	7014	0	0	178
24.01	20.32	-3	0	97	826	400	4586	1730115209.170087	2989129	254	7024	0	0	178
24.73	20.3	-4	0	97	843	398	4571	1730115209.269864	2993247	209	7034	0	0	178
25.27	20.49	-4	0	97	844	394	4493	1730115209.376276	2996149	172	7041	0	0	178
25.77	20.67	-4	0	97	875	405	4585	1730115209.481878	2998609	91	7047	0	0	178
26.18	20.58	-4	0	97	887	404	4591	1730115209.576356	2999609	55	7049	0	0	178
26.52	20.39	-4	0	97	904	405	4630	1730115209.675659	3000005	2	7050	0	0	178
